## AdenylateCyclase AIF1_MT AIF1_NUC Apoptosis BIR1 CAMP CDC48 CDC6 CytC_CYT CytC_MT DesCyclinCCDK8 DNA_Frag DRE2_TAH18 EMC4 ESP1 FIS1 FVY10 H2B HOG1 HOG1_Dep HOS3 KAP123 MAPK MCD1_MT MCD1_NUC MDV1 MEC1 MMI1 MSN2_4 MT_ALT MT_Frag NDI1 NMA111_CYT NMA111_NUC NUC1_MT NUC1_NUC PKA POR1_2 Protosom PTP2 PTP3 RAS2 RLM1 ROS_CYT ROS_MT RPD3 SDP1 SLT2 SNO1 SOD1 SOD2 SRO7 STE20_CYT STE20_NUC STM1_CYT STM1_NUC SVF1 Tat_D TOR1 YCA1 Mating AbnormalTelomer Adozelesin HK Stress Salt CPR3 Heat AceticAcid MG2 H2O2 RedActinDyn CU2
# AdenylateCyclase (RAS2, Stress, AdenylateCyclase)
0, 0, 0
0, 1, 1
1, 0, 1
1, 1, 1
# AIF1_MT (HK, AIF1-MT)
0, 0
1, 1
# AIF1_NUC (AIF1-MT, AIF1-NUC)
0, 0
1, 1
# Apoptosis (AceticAcid, BIR1, CPR3, CU2, DNA-Frag, FVY10, H2O2, POR1-2, ROS-CYT, YCA1, Apoptosis)
1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1
1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1
1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1
1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1
1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1
1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1
1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1
1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1
1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1
1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1
1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1
1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1
1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1
1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1
1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1
1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1
1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1
1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1
1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1
1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1
1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0
1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0
1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1
1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1
1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1
1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1
1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1
1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1
1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0
1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0
1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1
1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1
1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1
1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1
1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1
1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1
1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0
1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0
1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1
1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1
1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1
1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1
1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1
1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1
1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0
1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0
1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1
1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1
1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1
1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1
1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1
1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1
1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1
1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1
1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1
1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1
1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1
1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1
1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1
1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1
1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1
1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1
1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1
1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1
1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1
1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1
1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1
1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1
1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1
1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1
1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1
1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1
1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1
1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1
1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1
1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1
1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1
1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1
1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1
1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1
1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1
1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1
1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1
1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0
1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0
1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1
1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1
1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1
1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1
1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1
1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1
1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0
1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0
1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1
1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1
1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1
1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1
1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1
1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1
1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0
1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0
1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1
1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1
1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1
1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1
1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1
1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1
1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0
1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0
1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1
1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1
1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1
1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1
1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1
1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1
1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1
1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1
1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1
1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1
1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1
1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1
1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1
1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1
1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1
1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1
1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1
1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1
1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1
1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1
1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1
1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1
1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1
1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1
1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1
1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1
1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1
1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1
1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1
1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1
1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1
1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1
1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1
1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1
1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1
1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1
1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1
1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1
1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1
1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1
1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1
1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1
1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1
1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1
1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1
1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1
1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1
1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1
1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1
1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1
1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1
1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1
1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1
1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1
1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1
1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1
1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1
1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1
1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1
1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1
1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1
1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1
1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1
1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1
1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1
1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1
1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1
1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1
1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1
1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1
1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1
1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1
1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1
1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1
1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1
1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1
1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1
1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1
1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1
1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1
1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1
1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1
1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1
1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1
1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1
1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1
1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1
1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1
1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1
1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1
1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1
1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1
1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1
1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
# BIR1 (NMA111-NUC, BIR1)
0, 1
1, 0
# CAMP (AdenylateCyclase, TOR1, CAMP)
0, 0, 0
0, 1, 1
1, 0, 1
1, 1, 1
# CDC48 (HK, CDC48)
0, 0
1, 1
# CDC6 (Adozelesin, CDC6)
0, 0
1, 1
# CytC_CYT (CDC48, CytC-MT, CytC-CYT)
0, 0, 0
0, 1, 1
1, 0, 1
1, 1, 1
# CytC_MT (AceticAcid, MCD1-MT, CytC-MT)
0, 0, 0
0, 1, 1
1, 0, 1
1, 1, 1
# DesCyclinCCDK8 (SLT2, DesCyclinCCDK8)
0, 1
1, 0
# DNA_Frag (STM1-NUC, Tat-D, DNA-Frag)
0, 0, 1
0, 1, 1
1, 0, 0
1, 1, 1
# DRE2_TAH18 (HK, DRE2_TAH18)
0, 0
1, 1
# EMC4 (HK, EMC4)
0, 0
1, 1
# ESP1 (H2O2, ESP1)
0, 0
1, 1
# FIS1 (HK, FIS1)
0, 0
1, 1
# FVY10 (HK, FVY10)
0, 0
1, 1
# H2B (AIF1-NUC, HOS3, NUC1-NUC, RPD3, STE20-NUC, H2B)
0, 0, 0, 0, 0, 0
0, 0, 0, 0, 1, 1
0, 0, 0, 1, 0, 1
0, 0, 0, 1, 1, 1
0, 0, 1, 0, 0, 1
0, 0, 1, 0, 1, 1
0, 0, 1, 1, 0, 1
0, 0, 1, 1, 1, 1
0, 1, 0, 0, 0, 1
0, 1, 0, 0, 1, 1
0, 1, 0, 1, 0, 1
0, 1, 0, 1, 1, 1
0, 1, 1, 0, 0, 1
0, 1, 1, 0, 1, 1
0, 1, 1, 1, 0, 1
0, 1, 1, 1, 1, 1
1, 0, 0, 0, 0, 1
1, 0, 0, 0, 1, 1
1, 0, 0, 1, 0, 1
1, 0, 0, 1, 1, 1
1, 0, 1, 0, 0, 1
1, 0, 1, 0, 1, 1
1, 0, 1, 1, 0, 1
1, 0, 1, 1, 1, 1
1, 1, 0, 0, 0, 1
1, 1, 0, 0, 1, 1
1, 1, 0, 1, 0, 1
1, 1, 0, 1, 1, 1
1, 1, 1, 0, 0, 1
1, 1, 1, 0, 1, 1
1, 1, 1, 1, 0, 1
1, 1, 1, 1, 1, 1
# HOG1 (PTP2, PTP3, Stress, HOG1)
0, 0, 0, 1
0, 0, 1, 1
0, 1, 0, 0
0, 1, 1, 1
1, 0, 0, 0
1, 0, 1, 1
1, 1, 0, 0
1, 1, 1, 1
# HOG1_Dep (HOG1, HOG1-Dep)
0, 0
1, 1
# HOS3 (H2O2, HOS3)
0, 0
1, 1
# KAP123 (NUC1-MT, KAP123)
0, 0
1, 1
# MAPK (Mating, MAPK)
0, 0
1, 1
# MCD1_MT (HK, MCD1-MT)
0, 0
1, 1
# MCD1_NUC (ESP1, MCD1-NUC)
0, 0
1, 1
# MDV1 (HK, MDV1)
0, 0
1, 1
# MEC1 (AbnormalTelomer, MEC1)
0, 0
1, 1
# MMI1 (HK, MMI1)
0, 0
1, 1
# MSN2_4 (PKA, MSN2-4)
0, 0
1, 1
# MT_ALT (MMI1, MT-Frag, PKA, RAS2, MT-ALT)
0, 0, 0, 0, 0
0, 0, 0, 1, 1
0, 0, 1, 0, 1
0, 0, 1, 1, 1
0, 1, 0, 0, 1
0, 1, 0, 1, 1
0, 1, 1, 0, 1
0, 1, 1, 1, 1
1, 0, 0, 0, 1
1, 0, 0, 1, 1
1, 0, 1, 0, 1
1, 0, 1, 1, 1
1, 1, 0, 0, 1
1, 1, 0, 1, 1
1, 1, 1, 0, 1
1, 1, 1, 1, 1
# MT_Frag (DRE2_TAH18, FIS1, H2O2, MDV1, MT-ALT, MT-Frag)
0, 0, 0, 0, 0, 0
0, 0, 0, 0, 1, 1
0, 0, 0, 1, 0, 1
0, 0, 0, 1, 1, 1
0, 0, 1, 0, 0, 1
0, 0, 1, 0, 1, 1
0, 0, 1, 1, 0, 1
0, 0, 1, 1, 1, 1
0, 1, 0, 0, 0, 0
0, 1, 0, 0, 1, 1
0, 1, 0, 1, 0, 0
0, 1, 0, 1, 1, 1
0, 1, 1, 0, 0, 1
0, 1, 1, 0, 1, 1
0, 1, 1, 1, 0, 1
0, 1, 1, 1, 1, 1
1, 0, 0, 0, 0, 0
1, 0, 0, 0, 1, 1
1, 0, 0, 1, 0, 1
1, 0, 0, 1, 1, 1
1, 0, 1, 0, 0, 0
1, 0, 1, 0, 1, 1
1, 0, 1, 1, 0, 1
1, 0, 1, 1, 1, 1
1, 1, 0, 0, 0, 0
1, 1, 0, 0, 1, 1
1, 1, 0, 1, 0, 0
1, 1, 0, 1, 1, 1
1, 1, 1, 0, 0, 0
1, 1, 1, 0, 1, 1
1, 1, 1, 1, 0, 0
1, 1, 1, 1, 1, 1
# NDI1 (HK, NDI1)
0, 0
1, 1
# NMA111_CYT (Heat, NMA111-CYT)
0, 0
1, 1
# NMA111_NUC (NMA111-CYT, NMA111-NUC)
0, 0
1, 1
# NUC1_MT (H2O2, NUC1-MT)
0, 0
1, 1
# NUC1_NUC (KAP123, NUC1-NUC)
0, 0
1, 1
# PKA (Heat, RAS2, PKA)
0, 0, 0
0, 1, 1
1, 0, 1
1, 1, 1
# POR1_2 (HK, POR1-2)
0, 0
1, 1
# Protosom (CDC6, Protosom)
0, 0
1, 1
# PTP2 (RLM1, PTP2)
0, 0
1, 1
# PTP3 (HOG1-Dep, PTP3)
0, 0
1, 1
# RAS2 (RedActinDyn, TOR1, RAS2)
0, 0, 0
0, 1, 1
1, 0, 1
1, 1, 1
# RLM1 (HOG1, SLT2, RLM1)
0, 0, 0
0, 1, 1
1, 0, 1
1, 1, 1
# ROS_CYT (Unable to generate the Truth Table. Too many inputs - Input limit = 10; number of inputs = 12.)
# ROS_MT (NDI1, SOD2, ROS-MT)
0, 0, 0
0, 1, 0
1, 0, 1
1, 1, 0
# RPD3 (Stress, RPD3)
0, 0
1, 1
# SDP1 (MSN2-4, SDP1)
0, 0
1, 1
# SLT2 (Heat, PTP2, RLM1, SDP1, Stress, SLT2)
0, 0, 0, 0, 0, 1
0, 0, 0, 0, 1, 0
0, 0, 0, 1, 0, 0
0, 0, 0, 1, 1, 0
0, 0, 1, 0, 0, 1
0, 0, 1, 0, 1, 1
0, 0, 1, 1, 0, 1
0, 0, 1, 1, 1, 1
0, 1, 0, 0, 0, 0
0, 1, 0, 0, 1, 0
0, 1, 0, 1, 0, 0
0, 1, 0, 1, 1, 0
0, 1, 1, 0, 0, 1
0, 1, 1, 0, 1, 1
0, 1, 1, 1, 0, 1
0, 1, 1, 1, 1, 1
1, 0, 0, 0, 0, 1
1, 0, 0, 0, 1, 1
1, 0, 0, 1, 0, 1
1, 0, 0, 1, 1, 1
1, 0, 1, 0, 0, 1
1, 0, 1, 0, 1, 1
1, 0, 1, 1, 0, 1
1, 0, 1, 1, 1, 1
1, 1, 0, 0, 0, 1
1, 1, 0, 0, 1, 1
1, 1, 0, 1, 0, 1
1, 1, 0, 1, 1, 1
1, 1, 1, 0, 0, 1
1, 1, 1, 0, 1, 1
1, 1, 1, 1, 0, 1
1, 1, 1, 1, 1, 1
# SNO1 (HK, SNO1)
0, 0
1, 1
# SOD1 (Heat, SOD1)
0, 0
1, 1
# SOD2 (HK, SOD2)
0, 0
1, 1
# SRO7 (HK, SRO7)
0, 0
1, 1
# STE20_CYT (MAPK, STE20-CYT)
0, 0
1, 1
# STE20_NUC (STE20-CYT, STE20-NUC)
0, 0
1, 1
# STM1_CYT (HK, STM1-CYT)
0, 0
1, 1
# STM1_NUC (Protosom, STM1-CYT, STM1-NUC)
0, 0, 0
0, 1, 1
1, 0, 0
1, 1, 0
# SVF1 (HK, SVF1)
0, 0
1, 1
# Tat_D (MG2, Tat-D)
0, 0
1, 1
# TOR1 (Stress, TOR1)
0, 0
1, 1
# YCA1 (CytC-CYT, MEC1, MT-Frag, ROS-CYT, RedActinDyn, SRO7, Salt, YCA1)
0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 1, 1
0, 0, 0, 0, 0, 1, 0, 0
0, 0, 0, 0, 0, 1, 1, 0
0, 0, 0, 0, 1, 0, 0, 1
0, 0, 0, 0, 1, 0, 1, 1
0, 0, 0, 0, 1, 1, 0, 1
0, 0, 0, 0, 1, 1, 1, 1
0, 0, 0, 1, 0, 0, 0, 1
0, 0, 0, 1, 0, 0, 1, 1
0, 0, 0, 1, 0, 1, 0, 1
0, 0, 0, 1, 0, 1, 1, 1
0, 0, 0, 1, 1, 0, 0, 1
0, 0, 0, 1, 1, 0, 1, 1
0, 0, 0, 1, 1, 1, 0, 1
0, 0, 0, 1, 1, 1, 1, 1
0, 0, 1, 0, 0, 0, 0, 1
0, 0, 1, 0, 0, 0, 1, 1
0, 0, 1, 0, 0, 1, 0, 1
0, 0, 1, 0, 0, 1, 1, 1
0, 0, 1, 0, 1, 0, 0, 1
0, 0, 1, 0, 1, 0, 1, 1
0, 0, 1, 0, 1, 1, 0, 1
0, 0, 1, 0, 1, 1, 1, 1
0, 0, 1, 1, 0, 0, 0, 1
0, 0, 1, 1, 0, 0, 1, 1
0, 0, 1, 1, 0, 1, 0, 1
0, 0, 1, 1, 0, 1, 1, 1
0, 0, 1, 1, 1, 0, 0, 1
0, 0, 1, 1, 1, 0, 1, 1
0, 0, 1, 1, 1, 1, 0, 1
0, 0, 1, 1, 1, 1, 1, 1
0, 1, 0, 0, 0, 0, 0, 1
0, 1, 0, 0, 0, 0, 1, 1
0, 1, 0, 0, 0, 1, 0, 1
0, 1, 0, 0, 0, 1, 1, 1
0, 1, 0, 0, 1, 0, 0, 1
0, 1, 0, 0, 1, 0, 1, 1
0, 1, 0, 0, 1, 1, 0, 1
0, 1, 0, 0, 1, 1, 1, 1
0, 1, 0, 1, 0, 0, 0, 1
0, 1, 0, 1, 0, 0, 1, 1
0, 1, 0, 1, 0, 1, 0, 1
0, 1, 0, 1, 0, 1, 1, 1
0, 1, 0, 1, 1, 0, 0, 1
0, 1, 0, 1, 1, 0, 1, 1
0, 1, 0, 1, 1, 1, 0, 1
0, 1, 0, 1, 1, 1, 1, 1
0, 1, 1, 0, 0, 0, 0, 1
0, 1, 1, 0, 0, 0, 1, 1
0, 1, 1, 0, 0, 1, 0, 1
0, 1, 1, 0, 0, 1, 1, 1
0, 1, 1, 0, 1, 0, 0, 1
0, 1, 1, 0, 1, 0, 1, 1
0, 1, 1, 0, 1, 1, 0, 1
0, 1, 1, 0, 1, 1, 1, 1
0, 1, 1, 1, 0, 0, 0, 1
0, 1, 1, 1, 0, 0, 1, 1
0, 1, 1, 1, 0, 1, 0, 1
0, 1, 1, 1, 0, 1, 1, 1
0, 1, 1, 1, 1, 0, 0, 1
0, 1, 1, 1, 1, 0, 1, 1
0, 1, 1, 1, 1, 1, 0, 1
0, 1, 1, 1, 1, 1, 1, 1
1, 0, 0, 0, 0, 0, 0, 1
1, 0, 0, 0, 0, 0, 1, 1
1, 0, 0, 0, 0, 1, 0, 1
1, 0, 0, 0, 0, 1, 1, 1
1, 0, 0, 0, 1, 0, 0, 1
1, 0, 0, 0, 1, 0, 1, 1
1, 0, 0, 0, 1, 1, 0, 1
1, 0, 0, 0, 1, 1, 1, 1
1, 0, 0, 1, 0, 0, 0, 1
1, 0, 0, 1, 0, 0, 1, 1
1, 0, 0, 1, 0, 1, 0, 1
1, 0, 0, 1, 0, 1, 1, 1
1, 0, 0, 1, 1, 0, 0, 1
1, 0, 0, 1, 1, 0, 1, 1
1, 0, 0, 1, 1, 1, 0, 1
1, 0, 0, 1, 1, 1, 1, 1
1, 0, 1, 0, 0, 0, 0, 1
1, 0, 1, 0, 0, 0, 1, 1
1, 0, 1, 0, 0, 1, 0, 1
1, 0, 1, 0, 0, 1, 1, 1
1, 0, 1, 0, 1, 0, 0, 1
1, 0, 1, 0, 1, 0, 1, 1
1, 0, 1, 0, 1, 1, 0, 1
1, 0, 1, 0, 1, 1, 1, 1
1, 0, 1, 1, 0, 0, 0, 1
1, 0, 1, 1, 0, 0, 1, 1
1, 0, 1, 1, 0, 1, 0, 1
1, 0, 1, 1, 0, 1, 1, 1
1, 0, 1, 1, 1, 0, 0, 1
1, 0, 1, 1, 1, 0, 1, 1
1, 0, 1, 1, 1, 1, 0, 1
1, 0, 1, 1, 1, 1, 1, 1
1, 1, 0, 0, 0, 0, 0, 1
1, 1, 0, 0, 0, 0, 1, 1
1, 1, 0, 0, 0, 1, 0, 1
1, 1, 0, 0, 0, 1, 1, 1
1, 1, 0, 0, 1, 0, 0, 1
1, 1, 0, 0, 1, 0, 1, 1
1, 1, 0, 0, 1, 1, 0, 1
1, 1, 0, 0, 1, 1, 1, 1
1, 1, 0, 1, 0, 0, 0, 1
1, 1, 0, 1, 0, 0, 1, 1
1, 1, 0, 1, 0, 1, 0, 1
1, 1, 0, 1, 0, 1, 1, 1
1, 1, 0, 1, 1, 0, 0, 1
1, 1, 0, 1, 1, 0, 1, 1
1, 1, 0, 1, 1, 1, 0, 1
1, 1, 0, 1, 1, 1, 1, 1
1, 1, 1, 0, 0, 0, 0, 1
1, 1, 1, 0, 0, 0, 1, 1
1, 1, 1, 0, 0, 1, 0, 1
1, 1, 1, 0, 0, 1, 1, 1
1, 1, 1, 0, 1, 0, 0, 1
1, 1, 1, 0, 1, 0, 1, 1
1, 1, 1, 0, 1, 1, 0, 1
